Dataset	ScanNumber	Ion Injection Time (ms)	Analyzer Temperature	Conversion Parameter B	Conversion Parameter C	Temperature Comp. (ppm)	Space Charge Comp. (ppm)	PS Inj. Time (ms)	Analog Input 1 (V)	Analog Input 2 (V)	Scan Filter Text
301469	740	96.197	30.64	67831344.3982	-15925981.0352	-5.11	-0.13	15.902	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	741	100.000	30.64	67831346.0724	-15925981.8208	-5.11	-0.12	16.033	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	742	100.000	30.64	67831346.0613	-15925981.8159	-5.11	-0.12	17.785	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	743	100.000	30.64	67831345.5595	-15925981.5802	-5.11	-0.12	18.332	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	744	100.000	30.64	67831345.3107	-15925981.4628	-5.11	-0.12	17.515	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	745	100.000	30.64	67831345.1291	-15925981.3786	-5.11	-0.12	18.057	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	746	100.000	30.64	67831346.0130	-15925981.7933	-5.11	-0.12	18.436	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	747	100.000	30.64	67831346.9587	-15925982.2366	-5.11	-0.11	19.193	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	748	100.000	30.64	67831345.0137	-15925981.3229	-5.11	-0.12	20.749	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	749	100.000	30.64	67831343.9827	-15925980.8399	-5.11	-0.13	19.808	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	750	100.000	30.64	67831345.5589	-15925981.5789	-5.11	-0.12	18.951	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
